Ano;Mês;Países;"Bloco Econômico";Via;"Código NCM";"Descrição NCM";"Valor FOB (US$)";"Quilograma Líquido"
2020;05;Dinamarca;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";569390;2500
2020;05;Dinamarca;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";790644;2612
2020;05;Eslováquia;Europa;AEREA;29322000;Lactonas;7617;6
2020;05;Eslováquia;"União Europeia - UE";AEREA;29322000;Lactonas;7617;6
2020;05;Eslovênia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3580;292
2020;05;Eslovênia;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";56032;288
2020;05;Eslovênia;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";84630;1879
2020;05;Eslovênia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3580;292
2020;05;Eslovênia;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";56032;288
2020;05;Eslovênia;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";84630;1879
2020;05;Espanha;Europa;AEREA;29322000;Lactonas;12792;800
2020;05;Espanha;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";4113;14
2020;05;Espanha;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4813058;21852
2020;05;Espanha;Europa;MARITIMA;29322000;Lactonas;138012;14962
2020;05;Espanha;Europa;MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";65216;8050
2020;05;Espanha;"União Europeia - UE";AEREA;29322000;Lactonas;12792;800
2020;05;Espanha;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";4113;14
2020;05;Espanha;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4813058;21852
2020;05;Espanha;"União Europeia - UE";MARITIMA;29322000;Lactonas;138012;14962
2020;05;Espanha;"União Europeia - UE";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";65216;8050
2020;05;"Estados Unidos";"América do Norte";AEREA;29322000;Lactonas;50835;676
2020;05;"Estados Unidos";"América do Norte";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";35656;1
2020;05;"Estados Unidos";"América do Norte";AEREA;29419059;"Outros macrolídios e seus sais";17314;0
2020;05;"Estados Unidos";"América do Norte";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";4312960;5403
2020;05;"Estados Unidos";"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";14141969;2526
2020;05;"Estados Unidos";"América do Norte";MARITIMA;29322000;Lactonas;27002;1607
2020;05;"Estados Unidos";"América do Norte";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";588969;900
2020;05;"Estados Unidos";"América do Norte";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";2958040;21646
2020;05;"Estados Unidos";"América do Norte";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";178019;1430
2020;05;Finlândia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";64590;130
2020;05;Finlândia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";64590;130
2020;05;França;Europa;AEREA;29322000;Lactonas;15093;29
2020;05;França;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";279;0
2020;05;França;Europa;AEREA;29419059;"Outros macrolídios e seus sais";1287;0
2020;05;França;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1963096;2347
2020;05;França;Europa;MARITIMA;29322000;Lactonas;53996;29975
2020;05;França;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1541778;20027
2020;05;França;"União Europeia - UE";AEREA;29322000;Lactonas;15093;29
2020;05;França;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";279;0
2020;05;França;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";1287;0
2020;05;França;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1963096;2347
2020;05;França;"União Europeia - UE";MARITIMA;29322000;Lactonas;53996;29975
2020;05;França;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1541778;20027
2020;05;Grécia;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";12888;139
2020;05;Grécia;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";12888;139
2020;05;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;891388;2542
2020;05;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";937869;2587
2020;05;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29419059;"Outros macrolídios e seus sais";2147973;7115
2020;05;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30032029;"Medicamento contendo macrolídios/outros derivados, exceto em doses";143200;800
2020;05;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";305977;2005
2020;05;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";299323;3619
2020;05;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1271200;22671
2020;05;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;145180;8640
2020;05;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";612;1
2020;05;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";250474;20600
2020;05;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";730197;5219
2020;05;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2863710;38803
2020;05;Irlanda;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";285755;47
2020;05;Irlanda;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";49463;1000
2020;05;Irlanda;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";285755;47
2020;05;Irlanda;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";49463;1000
2020;05;Israel;"Oriente Médio";AEREA;29322000;Lactonas;922;0
2020;05;Israel;"Oriente Médio";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";639;2
2020;05;Israel;"Oriente Médio";AEREA;29419059;"Outros macrolídios e seus sais";277;0
2020;05;Itália;Europa;AEREA;29322000;Lactonas;1134422;296
2020;05;Itália;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";126422;120
2020;05;Itália;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1709549;8820
2020;05;Itália;"União Europeia - UE";AEREA;29322000;Lactonas;1134422;296
2020;05;Itália;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";126422;120
2020;05;Itália;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1709549;8820
2020;05;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;12482;410
2020;05;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";36;1
2020;05;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";647369;4571
2020;05;Japão;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;122186;2895
2020;05;Japão;"Ásia (Exclusive Oriente Médio)";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";3693;14
2020;05;México;"América do Norte";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";37499;1806
2020;05;"Países Baixos (Holanda)";Europa;AEREA;29322000;Lactonas;420;0
2020;05;"Países Baixos (Holanda)";Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";373609;224
2020;05;"Países Baixos (Holanda)";Europa;MARITIMA;29322000;Lactonas;312;3
2020;05;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;29322000;Lactonas;420;0
2020;05;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";373609;224
2020;05;"Países Baixos (Holanda)";"União Europeia - UE";MARITIMA;29322000;Lactonas;312;3
2020;05;Polônia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";72934;554
2020;05;Polônia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";72934;554
2020;05;"Porto Rico";"América Central e Caribe";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2371946;10304
2020;05;"Porto Rico";"América Central e Caribe";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";157649;1051
2020;05;"Reino Unido";Europa;AEREA;29322000;Lactonas;1386;21
2020;05;"Reino Unido";Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";211911;150
2020;05;"Reino Unido";Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";7419691;6869
2020;05;"Reino Unido";Europa;MARITIMA;29322000;Lactonas;532;6
2020;05;"Reino Unido";Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";288775;53
2020;05;Romênia;Europa;AEREA;29322000;Lactonas;2411;50
2020;05;Romênia;Europa;MARITIMA;29322000;Lactonas;20625;665
2020;05;Romênia;"União Europeia - UE";AEREA;29322000;Lactonas;2411;50
2020;05;Romênia;"União Europeia - UE";MARITIMA;29322000;Lactonas;20625;665
2020;05;Suécia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4618960;7696
2020;05;Suécia;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";62390;758
2020;05;Suécia;Europa;RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";197333;155
2020;05;Suécia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4618960;7696
2020;05;Suécia;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";62390;758
2020;05;Suécia;"União Europeia - UE";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";197333;155
2020;05;Suíça;Europa;AEREA;29322000;Lactonas;5440;10
2020;05;Suíça;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1244;0
2020;05;Suíça;Europa;AEREA;29419059;"Outros macrolídios e seus sais";29;0
2020;05;Suíça;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";12719;96
2020;05;Suíça;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2103701;4636
2020;05;Suíça;Europa;MARITIMA;29322000;Lactonas;133822;360
2020;05;Suíça;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";15473;907
2020;05;Turquia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";536908;700
2020;05;Uruguai;"América do Sul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";64469;780
2020;05;Uruguai;"América do Sul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";292891;15780
2020;05;Uruguai;"Mercado Comum do Sul - Mercosul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";64469;780
2020;05;Uruguai;"Mercado Comum do Sul - Mercosul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";292891;15780
2020;04;"África do Sul";África;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";348965;3642
2020;04;Alemanha;Europa;AEREA;29322000;Lactonas;3684221;506
2020;04;Alemanha;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";27;0
2020;04;Alemanha;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";414671;390
2020;04;Alemanha;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";5175323;2302
2020;04;Alemanha;Europa;MARITIMA;29322000;Lactonas;10688;436
2020;04;Alemanha;Europa;MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1149;8
2020;04;Alemanha;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1747135;5398
2020;04;Alemanha;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2496772;10760
2020;04;Alemanha;"União Europeia - UE";AEREA;29322000;Lactonas;3684221;506
2020;04;Alemanha;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";27;0
2020;04;Alemanha;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";414671;390
2020;04;Alemanha;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";5175323;2302
2020;04;Alemanha;"União Europeia - UE";MARITIMA;29322000;Lactonas;10688;436
2020;04;Alemanha;"União Europeia - UE";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1149;8
2020;04;Alemanha;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1747135;5398
2020;04;Alemanha;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2496772;10760
2020;04;Argentina;"América do Sul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";28021;91
2020;04;Argentina;"América do Sul";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";115545;677
2020;04;Argentina;"América do Sul";RODOVIARIA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";14494;187
2020;04;Argentina;"Mercado Comum do Sul - Mercosul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";28021;91
